1,0,0
0.995,0.0987654,0
0.99,0.37037,0.0108932
0.985,0.382716,0.0130719
0.98,0.444444,0.0217865
0.975,0.493827,0.0217865
0.97,0.555556,0.0217865
0.965,0.567901,0.0217865
0.96,0.580247,0.0217865
0.955,0.617284,0.0239651
0.95,0.617284,0.0261438
0.945,0.641975,0.0261438
0.94,0.654321,0.0283224
0.935,0.654321,0.0283224
0.93,0.654321,0.0283224
0.925,0.654321,0.0305011
0.92,0.679012,0.0326797
0.915,0.679012,0.037037
0.91,0.679012,0.037037
0.905,0.703704,0.037037
0.9,0.703704,0.0392157
0.895,0.703704,0.0392157
0.89,0.703704,0.0392157
0.885,0.703704,0.0392157
0.88,0.703704,0.0413943
0.875,0.703704,0.043573
0.87,0.703704,0.043573
0.865,0.703704,0.043573
0.86,0.703704,0.0457516
0.855,0.716049,0.0479303
0.85,0.728395,0.0479303
0.845,0.728395,0.0479303
0.84,0.728395,0.0501089
0.835,0.728395,0.0501089
0.83,0.740741,0.0501089
0.825,0.740741,0.0501089
0.82,0.740741,0.0501089
0.815,0.740741,0.0522876
0.81,0.740741,0.0522876
0.805,0.740741,0.0522876
0.8,0.740741,0.0522876
0.795,0.740741,0.0522876
0.79,0.740741,0.0544662
0.785,0.740741,0.0544662
0.78,0.740741,0.0544662
0.775,0.740741,0.0544662
0.77,0.740741,0.0544662
0.765,0.740741,0.0544662
0.76,0.740741,0.0544662
0.755,0.753086,0.0544662
0.75,0.753086,0.0544662
0.745,0.753086,0.0544662
0.74,0.753086,0.0544662
0.735,0.753086,0.0544662
0.73,0.753086,0.0566449
0.725,0.753086,0.0588235
0.72,0.753086,0.0610022
0.715,0.765432,0.0610022
0.71,0.765432,0.0610022
0.705,0.765432,0.0653595
0.7,0.765432,0.0653595
0.695,0.765432,0.0653595
0.69,0.765432,0.0653595
0.685,0.765432,0.0653595
0.68,0.777778,0.0653595
0.675,0.777778,0.0653595
0.67,0.777778,0.0653595
0.665,0.777778,0.0653595
0.66,0.790123,0.0653595
0.655,0.790123,0.0653595
0.65,0.790123,0.0653595
0.645,0.790123,0.0653595
0.64,0.790123,0.0653595
0.635,0.790123,0.0675381
0.63,0.790123,0.0675381
0.625,0.790123,0.0675381
0.62,0.814815,0.0675381
0.615,0.814815,0.0675381
0.61,0.814815,0.0697168
0.605,0.82716,0.0697168
0.6,0.839506,0.0697168
0.595,0.839506,0.0697168
0.59,0.839506,0.0697168
0.585,0.839506,0.0697168
0.58,0.839506,0.0718954
0.575,0.839506,0.0740741
0.57,0.839506,0.0740741
0.565,0.839506,0.0740741
0.56,0.851852,0.0762527
0.555,0.851852,0.0762527
0.55,0.851852,0.0762527
0.545,0.851852,0.0762527
0.54,0.864198,0.0762527
0.535,0.876543,0.0784314
0.53,0.876543,0.0784314
0.525,0.876543,0.0784314
0.52,0.876543,0.08061
0.515,0.876543,0.08061
0.51,0.876543,0.08061
0.505,0.876543,0.08061
0.5,0.876543,0.08061
0.495,0.876543,0.08061
0.49,0.876543,0.08061
0.485,0.876543,0.0827887
0.48,0.876543,0.0827887
0.475,0.876543,0.0827887
0.47,0.876543,0.0827887
0.465,0.888889,0.0827887
0.46,0.888889,0.0827887
0.455,0.888889,0.0849673
0.45,0.888889,0.0849673
0.445,0.888889,0.0849673
0.44,0.888889,0.0849673
0.435,0.888889,0.0849673
0.43,0.888889,0.0849673
0.425,0.888889,0.0849673
0.42,0.888889,0.0849673
0.415,0.888889,0.087146
0.41,0.888889,0.087146
0.405,0.888889,0.087146
0.4,0.888889,0.087146
0.395,0.888889,0.087146
0.39,0.888889,0.087146
0.385,0.888889,0.087146
0.38,0.888889,0.087146
0.375,0.888889,0.0893246
0.37,0.888889,0.0893246
0.365,0.901235,0.0915033
0.36,0.901235,0.0915033
0.355,0.901235,0.0915033
0.35,0.901235,0.0915033
0.345,0.901235,0.0915033
0.34,0.901235,0.0915033
0.335,0.91358,0.0915033
0.33,0.91358,0.0915033
0.325,0.91358,0.0915033
0.32,0.91358,0.0958606
0.315,0.91358,0.0980392
0.31,0.91358,0.0980392
0.305,0.925926,0.100218
0.3,0.925926,0.100218
0.295,0.925926,0.100218
0.29,0.925926,0.100218
0.285,0.925926,0.100218
0.28,0.925926,0.100218
0.275,0.925926,0.100218
0.27,0.925926,0.100218
0.265,0.925926,0.102397
0.26,0.925926,0.102397
0.255,0.925926,0.102397
0.25,0.925926,0.104575
0.245,0.925926,0.106754
0.24,0.925926,0.106754
0.235,0.925926,0.106754
0.23,0.925926,0.106754
0.225,0.925926,0.106754
0.22,0.925926,0.106754
0.215,0.925926,0.106754
0.21,0.925926,0.106754
0.205,0.925926,0.106754
0.2,0.925926,0.106754
0.195,0.925926,0.106754
0.19,0.925926,0.106754
0.185,0.925926,0.106754
0.18,0.925926,0.106754
0.175,0.925926,0.106754
0.17,0.925926,0.106754
0.165,0.925926,0.106754
0.16,0.925926,0.106754
0.155,0.925926,0.106754
0.15,0.925926,0.106754
0.145,0.925926,0.106754
0.14,0.925926,0.106754
0.135,0.925926,0.108932
0.13,0.925926,0.108932
0.125,0.925926,0.108932
0.12,0.925926,0.108932
0.115,0.925926,0.108932
0.11,0.925926,0.111111
0.105,0.925926,0.11329
0.1,0.925926,0.11329
0.095,0.925926,0.115468
0.09,0.925926,0.115468
0.085,0.925926,0.115468
0.08,0.925926,0.115468
0.075,0.925926,0.115468
0.07,0.925926,0.119826
0.065,0.938272,0.124183
0.06,0.950617,0.124183
0.055,0.962963,0.124183
0.05,0.962963,0.126362
0.045,0.962963,0.12854
0.04,0.962963,0.135076
0.035,0.962963,0.139434
0.03,0.962963,0.141612
0.025,0.962963,0.143791
0.02,0.975309,0.145969
0.015,0.975309,0.150327
0.01,0.975309,0.163399
0.005,0.975309,0.1939
0,1,1
